epoch,lr,train_total_loss,train_survival_loss,train_event3y_loss,train_highrisk_loss,train_c_index,train_event3y_acc,train_highrisk_acc,val_total_loss,val_survival_loss,val_event3y_loss,val_highrisk_loss,val_c_index,val_event3y_acc,val_highrisk_acc
27,0.001,6.131196022033691,5.37765645980835,0.7412070035934448,0.7658722400665283,0.8181159177098366,0.7385377883911133,0.7286245226860046,4.8114213943481445,4.0190534591674805,0.7625302076339722,0.8222054243087769,0.8007646559048428,0.7052022814750671,0.6647398471832275
28,0.001,6.114665508270264,5.369584083557129,0.7330330610275269,0.7571300268173218,0.819109306306004,0.7372986674308777,0.727385401725769,4.809602737426758,4.021924018859863,0.7575747966766357,0.8177823424339294,0.8004814500141603,0.710982620716095,0.6647398471832275
29,0.001,6.097999572753906,5.3612380027771,0.7250114679336548,0.7485112547874451,0.8204517233278518,0.7397769689559937,0.7286245226860046,4.809284687042236,4.025777339935303,0.7532262206077576,0.8137885928153992,0.7997734352874539,0.710982620716095,0.6705201864242554
30,0.001,6.082126617431641,5.353296756744385,0.7173867225646973,0.740272581577301,0.8215793536262039,0.7372986674308777,0.7286245226860046,4.809900283813477,4.02991247177124,0.7496698498725891,0.8103051781654358,0.7984990087793826,0.7167630195617676,0.6705201864242554
31,0.001,6.066831588745117,5.345372200012207,0.7102005481719971,0.732718288898468,0.8228814981373964,0.7422552704811096,0.729863703250885,4.812562942504883,4.034770965576172,0.7473045587539673,0.8082793951034546,0.7970829793259699,0.7167630195617676,0.6647398471832275
32,0.001,6.051841735839844,5.3371500968933105,0.7034064531326294,0.7259771823883057,0.8239420075846562,0.74349445104599,0.7335811853408813,4.817202091217041,4.040526390075684,0.745419442653656,0.8079319000244141,0.7956669498725574,0.7167630195617676,0.6705201864242554
33,0.001,6.037363052368164,5.329420566558838,0.6966212391853333,0.7192643284797668,0.8257139980534953,0.7496902346611023,0.7348203659057617,4.822264194488525,4.046212673187256,0.7438680529594421,0.8082351088523865,0.7934013027470972,0.7167630195617676,0.6705201864242554
34,0.001,6.024513244628906,5.323087215423584,0.6901559233665466,0.7126957178115845,0.826969157968923,0.7509293556213379,0.7385377883911133,4.827169418334961,4.051565647125244,0.7423130869865417,0.8088937997817993,0.7921268762390258,0.7225433588027954,0.6705201864242554
35,0.001,6.012546539306641,5.317199230194092,0.6841416954994202,0.7065523862838745,0.8281706212034768,0.7521685361862183,0.7422552704811096,4.832573890686035,4.056828498840332,0.7415034770965576,0.8099867701530457,0.7912772585669782,0.7225433588027954,0.6705201864242554
36,0.001,6.001351356506348,5.3119049072265625,0.678306519985199,0.7005863189697266,0.8294996140551062,0.7608426213264465,0.7484510540962219,4.8386549949646,4.062353610992432,0.7410805821418762,0.811522364616394,0.7905692438402718,0.7167630195617676,0.6705201864242554
37,0.001,5.990457057952881,5.307251453399658,0.6722890734672546,0.6941221952438354,0.8309561365238112,0.7670384049415588,0.7484510540962219,4.8402252197265625,4.064412593841553,0.7396583557128906,0.8119673132896423,0.7894364202775418,0.7167630195617676,0.676300585269928
38,0.001,5.980628490447998,5.303070068359375,0.6668078899383545,0.6883091330528259,0.8318991844816592,0.7670384049415588,0.7521685361862183,4.840113639831543,4.064849376678467,0.7376014590263367,0.8129268884658813,0.7884451996601529,0.7167630195617676,0.676300585269928
39,0.001,5.970093727111816,5.297980308532715,0.6615613698959351,0.6826657652854919,0.8329563378863644,0.7695167660713196,0.7558860182762146,4.840621471405029,4.065675258636475,0.736112654209137,0.8137797713279724,0.787453979042764,0.710982620716095,0.6705201864242554
40,0.001,5.958337783813477,5.291915416717529,0.6561911106109619,0.6766536235809326,0.834036983588952,0.7732341885566711,0.7583643198013306,4.839741230010986,4.0651421546936035,0.7347505688667297,0.8144475221633911,0.7866043613707165,0.7167630195617676,0.6878612637519836
41,0.0005,5.945718765258789,5.284633636474609,0.6510797739028931,0.6710899472236633,0.8348357217169514,0.7781908512115479,0.7707558870315552,4.840883731842041,4.065670967102051,0.7341190576553345,0.8163062334060669,0.7860379495893515,0.7167630195617676,0.7052022814750671
42,0.0005,5.939798355102539,5.28106689453125,0.6487982273101807,0.6686645746231079,0.8354800818874384,0.7757125496864319,0.7695167660713196,4.841943740844727,4.066239833831787,0.733975350856781,0.817432165145874,0.7858963466440102,0.7167630195617676,0.7052022814750671
43,0.0005,5.933464050292969,5.276933670043945,0.6466336250305176,0.666427731513977,0.8361445783132531,0.7744733691215515,0.7707558870315552,4.845035552978516,4.068223476409912,0.7343882322311401,0.8192359805107117,0.7853299348626451,0.7052022814750671,0.7052022814750671
44,0.0005,5.927302360534668,5.272877216339111,0.6445157527923584,0.6643341779708862,0.8368896197603786,0.7781908512115479,0.7695167660713196,4.849582672119141,4.071259021759033,0.7353110909461975,0.8213354349136353,0.7850467289719626,0.710982620716095,0.710982620716095
45,0.0005,5.920674800872803,5.268459796905518,0.6423477530479431,0.6620827913284302,0.837520555760647,0.7781908512115479,0.7695167660713196,4.8541388511657715,4.074195384979248,0.7364494800567627,0.8234378695487976,0.7844803171905975,0.710982620716095,0.710982620716095
46,0.0005,5.914163112640381,5.26408576965332,0.6402764916419983,0.6598774790763855,0.8385609289525792,0.7781908512115479,0.7670384049415588,4.858371257781982,4.076944828033447,0.7375231385231018,0.8253300786018372,0.7851883319173039,0.7283236980438232,0.7167630195617676
47,0.0005,5.9078474044799805,5.25993537902832,0.6381695866584778,0.657654881477356,0.8393865154210155,0.7794300317764282,0.7682775855064392,4.862470626831055,4.079744338989258,0.7385908365249634,0.8268617391586304,0.7847635230812801,0.7341040372848511,0.710982620716095
48,0.0005,5.901688098907471,5.255964756011963,0.6360881328582764,0.6553580164909363,0.8402053898043427,0.7831474542617798,0.7695167660713196,4.865232944488525,4.0815205574035645,0.739349365234375,0.8280750513076782,0.7850467289719626,0.7341040372848511,0.710982620716095
49,0.0005,5.895814418792725,5.252278804779053,0.634030282497406,0.6530406475067139,0.8408564620599389,0.7819083333015442,0.7732341885566711,4.867458820343018,4.082823276519775,0.7400861978530884,0.829184889793396,0.7851883319173039,0.7341040372848511,0.710982620716095
50,0.0005,5.890320777893066,5.248745441436768,0.6321821212768555,0.650968074798584,0.8415679430815183,0.7843866348266602,0.7744733691215515,4.870061874389648,4.084401607513428,0.7409142255783081,0.8304057717323303,0.7853299348626451,0.7341040372848511,0.7167630195617676
51,0.0005,5.884529113769531,5.244991779327393,0.6303165555000305,0.6487574577331543,0.8421988790817868,0.7843866348266602,0.7757125496864319,4.874181747436523,4.086955547332764,0.7423156499862671,0.8321375846862793,0.7846219201359388,0.7341040372848511,0.7167630195617676
52,0.0005,5.879032611846924,5.241397380828857,0.6285388469696045,0.6467312574386597,0.842823102996946,0.7843866348266602,0.7757125496864319,4.878622055053711,4.089778423309326,0.7437135577201843,0.8339734077453613,0.7840555083545738,0.7398843765258789,0.7167630195617676
53,0.0005,5.8735480308532715,5.23765230178833,0.6267870664596558,0.6450042724609375,0.8432392522737189,0.7843866348266602,0.7769516706466675,4.881998062133789,4.09173059463501,0.7448254227638245,0.8357093334197998,0.78363069951855,0.7398843765258789,0.7167630195617676
54,0.00025,5.8682332038879395,5.233973503112793,0.6250986456871033,0.6434209942817688,0.8438433399335503,0.7806691527366638,0.7769516706466675,4.8840813636779785,4.092674732208252,0.7456024289131165,0.8372107744216919,0.7834890965732088,0.7341040372848511,0.7167630195617676
55,0.00025,5.865334987640381,5.231914043426514,0.6242498159408569,0.6425923705101013,0.8440916870825922,0.7806691527366638,0.7769516706466675,4.885222911834717,4.093262195587158,0.7460328936576843,0.8378886580467224,0.783064287737185,0.7341040372848511,0.7167630195617676
56,0.00025,5.862356662750244,5.2297844886779785,0.6233927607536316,0.6417508721351624,0.8444138671678357,0.7806691527366638,0.7769516706466675,4.886597633361816,4.093990802764893,0.746628999710083,0.8385848999023438,0.7824978759558199,0.7341040372848511,0.7167630195617676
57,0.00025,5.859381675720215,5.2276506423950195,0.6225703954696655,0.6408918499946594,0.8447427593381884,0.7806691527366638,0.7769516706466675,4.888187408447266,4.094810485839844,0.7473827004432678,0.8393705487251282,0.7823562730104786,0.7341040372848511,0.7167630195617676
58,0.00025,5.85642147064209,5.225432872772217,0.6218167543411255,0.6401602625846863,0.8450448031681042,0.7806691527366638,0.7769516706466675,4.889227867126465,4.095268726348877,0.7479320168495178,0.8399863243103027,0.7816482582837723,0.7341040372848511,0.7167630195617676
59,0.00025,5.853578567504883,5.223299980163574,0.6211094260215759,0.6394480466842651,0.845293150317146,0.7819083333015442,0.7769516706466675,4.88963508605957,4.095386028289795,0.7482377290725708,0.8402601480484009,0.7817898612291135,0.7341040372848511,0.7225433588027954
60,0.00025,5.850691795349121,5.221149921417236,0.6203836798667908,0.6387004256248474,0.8456958754237004,0.7819083333015442,0.7794300317764282,4.890006065368652,4.095334053039551,0.7486844658851624,0.840658962726593,0.7817898612291135,0.7341040372848511,0.7225433588027954
61,0.00025,5.847829818725586,5.219038486480713,0.619621753692627,0.63796067237854,0.8460449038493808,0.7806691527366638,0.7781908512115479,4.890928268432617,4.095610618591309,0.7493823766708374,0.8412531614303589,0.7823562730104786,0.7283236980438232,0.7225433588027954
62,0.00025,5.844983100891113,5.2169342041015625,0.6188720464706421,0.6372256278991699,0.8462529784877673,0.7806691527366638,0.7794300317764282,4.890651702880859,4.095026016235352,0.7496950626373291,0.8415560722351074,0.7826394789011611,0.7283236980438232,0.7225433588027954
63,0.00025,5.842233180999756,5.214928150177002,0.6181355118751526,0.6364744901657104,0.8464543410410444,0.7819083333015442,0.7794300317764282,4.890202045440674,4.094448089599609,0.749958872795105,0.8415488600730896,0.7823562730104786,0.7283236980438232,0.7225433588027954
64,0.00025,5.839487075805664,5.212896347045898,0.6174036264419556,0.6357772946357727,0.8467094002751955,0.7806691527366638,0.7794300317764282,4.888966083526611,4.0934224128723145,0.7499268054962158,0.8411606550216675,0.7824978759558199,0.7283236980438232,0.7225433588027954
65,0.00025,5.8367180824279785,5.210877418518066,0.6166325807571411,0.6350486278533936,0.8469308990838004,0.7819083333015442,0.7806691527366638,4.886837959289551,4.0917253494262695,0.7496020197868347,0.8406224846839905,0.7824978759558199,0.7283236980438232,0.7225433588027954
66,0.00025,5.834153175354004,5.2090253829956055,0.6158995628356934,0.6343550682067871,0.8471054132966406,0.7856258153915405,0.7806691527366638,4.8843994140625,4.089777946472168,0.7492422461509705,0.8400008082389832,0.7826394789011611,0.7341040372848511,0.7225433588027954
